occ,n
gjut.form,1
konsertmast,1
filare f,1
verhem,1
kronouppbordsk.,1
teckningdlararinna,1
mademaiselle,1
bokhandl.bitr.,1
skadsgrulare,1
jarnsvarv.larl,1
vattenledn.form,1
lasar.vaktm,1
butiiksbitr,1
folkakollar.,1
liktaria fila,1
gasv-arb.,1
saxgtalsmont,1
aa.tjmi.tjm,1
f. handelsbitrade,1
f.f.skrivbitr.,1
sjobefalselev,1
traktoskotare,1
kommministen,1
fisk.handl.,1
gasv.arbet.,1
omlast fd,1
grov/arb,1
apoteale,1
f.banv,1
amanvens,1
"skradd.mast,",1
maskinmontoren,1
f. aff. forest.,1
materialutlamn.,1
sjuksh,1
gementarb.,1
luauglesk a,1
forradsmast,1
l-férert,1
vilmonfõr,1
hans mollers enka,1
hyttmast.,1
mack_,1
f linjeringsanst.inneh,1
telegraf_sf__t_ten,1
maskinforsaljare,1
f. fryshusarb.,1
forste landtmataren,1
wagnssmorjare,1
vardshusforestandaren,1
fredr.lag.bitr,1
f.d.bryggeridir,1
beslktn.m,1
silverarbetarlarlingen,1
forsal j,1
barnavȧrdsm,1
alroson,1
verkst.iӓrl,1
sprutlackeraren,1
anillntryck,1
winhandlaren,1
dilig. fӧr,1
filhugg.,1
suȧgv.arb,1
underskot fd,1
skonatlerska,1
wadbitradet,1
tradg.anl.,1
grefven mm,1
maskiniet,1
kont. arb,1
lasrums staderskan,1
hamservis,1
sjmkvarsbitrӓde,1
renh. form.,1
stationsinskrivare,1
ravoversvarv,1
"jernarb,",1
stadérska,1
stat. e__if.,1
vaskfabr.arb,1
fd. barnmorskan,1
snickerifabrikor,1
bondf_.,1
l:e unerlakare,1
f.kunt,1
fralsn.off.,1
kontorsvkat,1
smiffãrare,1
f.  kassӧrska,1
shud,1
slottsvaktm,1
f.vaktmӓstare,1
"kont,p",1
stapellagg.,1
ex.hamnpolisg,1
sodaarb,1
arb.textil,1
tandst.fabr.arb,1
mat.tekn,1
sjokept,1
skorstensfejaregesall,1
f:_. kyrkoherden,1
pappersskar:e,1
f.d. kronolansman,1
f.d. presidenten,1
faien,1
h.h.folkrisn,1
portrattmalare,1
epidemisjuksk.,1
diplomingenjor,1
f. tull-overupps. m.,1
malmsl.,1
ulltorkaren,1
"egend,makl",1
magasinskarl.,1
skeppsmastaren,1
lokom.for.,1
verkit.arb,1
tradg.arbet.,1
f.d.larar,1
hmstru,1
packform.,1
rep.karl,1
gruvarbetare nr 1053,1
bokfr.arb.,1
fashigh. makl.,1
f. slagtare,1
typogaf,1
faid janl arb,1
perssia mjalh a,1
pestauratris,1
fahnjunk,1
baggbo eric erssons enka,1
ag.hopsattare,1
e.o.stnskarl,1
forre inspektor,1
enkefru kaptenskan,1
post.forest.,1
f.riksdgsm.,1
v haradshofding,1
pommerrkan,1
mams.,1
f Åbo,1
arberjãu,1
Änkefru.ag.,1
Änkefri,1
mnatlerska,1
arrend a handlande.,1
platsllarb,1
mademois.,1
tingsh.vaktm,1
f.husall,1
"fosterdotter, telef",1
k__k_r,1
tennarbetare,1
st_ar_.,1
varrman,1
hofkamrer,1
maskinupps.,1
blockerska,1
radiokontr:ant,1
e.fabr,1
jaansvarv,1
kolar.,1
tob.f .arb,1
ofverpostmast.,1
busfru,1
snick.mst.,1
husin,1
capten lojtnant,1
tortgren,1
ord. lansman,1
vagnskot.,1
ex. kontorsbitr.,1
remresentant,1
bybbn.arb,1
vandskoarb.,1
_erg_t arb,1
verkkst.arb,1
vice kommlnster,1
arbetsledare&hattmak.,1
bokarb.,1
Åkesson,1
and jak,1
hembageribitrade,1
hjalpsorter.,1
teckningslar,1
leg.iӓk,1
kopparverkstadsarbetare,1
1:a kontorsbitr.,1
h.emma elsa,1
anlagg.arb.,1
kassorska 1.,1
"godsag.,friherr:a",1
hemm.,1
skinnskrӓdd,1
reg. anditor,1
heudl,1
mjolkhand.bitr.,1
abo mjolnare,1
sjukhusdrangen,1
kyrkovaktmastare,1
glassynare,1
hattsom.,1
typogr. larl,1
homepoat,1
f.d. hem.agare,1
ges.valfr.,1
ralpvrtor,1
Övningssk.lar,1
rosenqvist,1
hustru. barnm.,1
f laerbokhall,1
hands. forest.,1
forest.f.d.arbetsforom.,1
akrgearb,1
vacerska,1
skollan,1
bensinstationsforest,1
personaichef,1
f. forvaltaren,1
forsakringsrad,1
f.ajokapten,1
gruvarb. 913,1
avlosare,1
verktygsarbet,1
matningsm,1
slipariarb,1
sjokepten,1
pronnsȧllak,1
kafeinneh.,1
resebetjenten,1
laudsf,1
fӧrrȧdsarb,1
kartografen vid ribets ekonomiska kartverk,1
kostbitr.,1
f. kronolansman,1
lal,1
f gruving,1
tullv.,1
vagnskotaren,1
f.stabstrumpetaren,1
"jarnh, bitr.",1
e:o postass,1
f kusk,1
Åbon,1
avd.forestand,1
hanah.,1
brӓdg.fӧrm,1
"son, elev",1
f. bararen,1
f.platslag.,1
f.snick.mast.,1
febriksarbeterska,1
skradda,1
vertygsslip,1
gruvarbetare nr 629,1
tand.tekn.,1
ges,1
metallm.,1
byfggn.snick,1
grosshandl. herm. dan. gornassons ea,1
vaktknekt.,1
ap.bitrade,1
l_.,1
kontr. prost,1
traktorag,1
f. brev borare,1
korkarbet.,1
kassaforesandare,1
vaforsan,1
merjerist,1
rjukbrik,1
handlesbitr.,1
kopman 10.,1
nybyggare,1
kadeifkare,1
foreetandarinna,1
skeppsstufvaren,1
arbetare 163,1
kont.eskriv,1
bandf.arb.,1
handidk.,1
waktmastaren i kungl skogsstyrelsen,1
faltjag,1
komp,1
j. dalens enka,1
hotellportier,1
platsiag .mast,1
angbotf.,1
syeleven,1
charkuterihandlanden,1
smith,1
"hustru, forstyrerska",1
t.f.landtm,1
lagararb,1
gr_f_handl,1
ladugardsforestan.,1
aankefru,1
handl.hr,1
f. magasinarhetare,1
forestandare for skydds___,1
fobrikot,1
t.frug,1
fartygstelegrafist,1
l: e ban.aa,1
kontors.,1
nykyggar,1
fbr.,1
fru lagerbitr,1
lans,1
plaatslag,1
skrivoitrade,1
boktr.arb,1
buteljupp.,1
gipsgjutaren,1
skraad.arb,1
ka_rerasen,1
brdjanh,1
tlmskrlv,1
akearb,1
"_h. lector, doctor",1
ottilia,1
bstr.barnm,1
maskin arbet.,1
hemslodsaff.idk,1
maihit,1
tradgg..arb,1
taprts,1
"son, kamrer",1
margr.birg,1
"heem,arb",1
lantbr.bokhall,1
"aff,bitr fd",1
skradd f,1
f.slakthusilrektor,1
tappst.bitr,1
harads d:r,1
telef.elev,1
neuik relnauuel,1
arpebode,1
kreaturshandlare,1
fabroarb,1
maiare,1
tdansteman,1
slakteriarbeture,1
tekniska bitrade,1
kasfor,1
fastigh. ag,1
kartong.arb.,1
kont.bitr.d,1
f.d. strykerska,1
leg.lӓk,1
butikers,1
f riksb dir,1
f brov,1
jarnv. tjm.,1
din,1
kartong.arbet.,1
vedrens,1
fil lic adj,1
kommunakarab,1
forgyllaremast,1
shush:a,1
f.d. lokomotivforare,1
kvarnvaktare,1
o. kontorsbitrade,1
barnsk,1
ladspikare,1
poliskstol,1
Ӧvermask,1
aff.forestand,1
fors.insp,1
f smidesfӧrm,1
eliealas,1
fors.ch,1
f stastspolis,1
spritf,1
hg.bojnar,1
grooarl.,1
s__gv.,1
kassbitr ade,1
tekn lar,1
neparator,1
fast.skot,1
forrȧdsmast,1
skrothandi,1
gruvarbetare nr 615,1
mask.f.,1
mejeri_,1
ak.arb.,1
f.caféldkare,1
mjokforsalj,1
vektforest,1
"tyra, staderska",1
kont.itr,1
kemir,1
sivilekon,1
kommend.kapt.,1
"son, konditoriarbetare",1
charkuter.arb.,1
hembkitr,1
assuransttjm,1
f.d. snickeriarbet.,1
Äg. hand.for,1
larov. lar,1
servv.bitr,1
avdpskot,1
pigas,1
lidh .arbn,1
maskintӓll,1
n___,1
f.cementarbetare,1
garv. arb,1
_ita,1
exp.karl,1
ladugh.,1
"civilingeniӧr, tekn,  d:r",1
spin.,1
silkevav,1
teckn.fӧrest,1
skrivmaskinsrep,1
f. ins. konst.,1
lin.jearb,1
travesskot,1
eg. t____k_lj.,1
skrifbitradet n 762,1
f.vagnssyn,1
jarmu.man,1
skadespelareelev,1
spisvardinnan;enkan,1
f. polisov.konst.,1
somm h.h.,1
ségv.arb,1
reparatar,1
kyrkvaktmast,1
vagntillsyn.man,1
muskifanj,1
brinellprov,1
vermast.,1
mathall.,1
f navigationslӓr,1
adjunkten v. pastor,1
renh.arbet.,1
handllande,1
"grosshandl., ridd.",1
fabr. grovarb,1
tennisbanarbetare,1
kvarnkarb,1
brov,1
tlggmekenils,1
skinnsom,1
o don’t.kand.,1
drosk.ag,1
garfv. p. anderssons ea,1
fogdeskrifvaren,1
vierkst.arb,1
pressforgyllare,1
charkuterihandlande,1
angbatsbefalhafv.,1
gӓngare,1
bhaufftor,1
skogsvakt. ,1
sysslom.,1
heulbich,1
stensӓtt.,1
skradd. iarl,1
helef,1
stenhuggarearbetaren,1
metallafbet.,1
kallakanka,1
kommissions…,1
veehmasten,1
glassliparen,1
formbind.,1
leg lak,1
tryck.iarl,1
hemmalasagare,1
f. lektorn,1
massfӧret,1
badkarlen,1
herr kaptenen,1
sansnnet,1
nysilver fabriksidkaren,1
stiftsnot,1
hem hith,1
resarfabr.,1
goran jonsfons far,1
skrivbitr.fru,1
f.d.verkmastff,1
forlargst.man,1
maskinsommerskan,1
handl.dotter,1
"aff,.forest",1
grenadjar,1
handelabiar.,1
charkuterilarl,1
vikarierande lararinna,1
besiktn.man,1
lyktskotare,1
"dotter, kartongarbeterska",1
wagmastare,1
nitaren,1
angb.eld.,1
skeppsroddaren,1
toallingsbing,1
passessionent,1
tvatt bitr,1
lermakare,1
snickerihantlangare,1
largeararb,1
nernrtris,1
statdrang.,1
utlamn,1
kommunaln.ordf.,1
tagmastaren,1
caféinnehav,1
arb.fabr,1
margauta,1
f.hem.a,1
hanlanden,1
"agare, nitare",1
forestandar.,1
lontho,1
sjoapten,1
sagarg,1
fastighetsmakl.,1
volontãr,1
arklvarbetare,1
hand-b,1
skrivbitr f,1
kommeni.,1
karamelarb,1
kontorstaderskan,1
ryttmastaren;riddaren;baron,1
papp.kor,1
"aff.inneh.,h.h.",1
f.d. forlagsbokhandlaren,1
sommoroka,1
lantabr,1
ornamentsbildhuggare,1
fralsn.kapt,1
konf.bitr.,1
sulfatf.arb,1
tradg. elev.,1
bruksar.,1
timmarman,1
speceriaffarsidk,1
linkearb,1
f sparvgsform,1
boktryckerikonstforvandten,1
f.abnikor,1
bitr.provlak,1
rhar. heubrb.,1
mossaff.inneh,1
kemser,1
sulfata rb,1
anguet h. ãg,1
sjmannen,1
ovmast.,1
socialstud,1
jjbr.arb,1
f lanstradg.mast,1
gardakarl,1
edla,1
up.dit,1
arket,1
lararen vid febn skolan,1
bygg_.,1
hankd.forest,1
grruudir,1
arb.oljeslag.,1
kladningssommerskan,1
foresténdarinna,1
taxtilrit,1
forsta lagerforestand.,1
handklistr.,1
f. grosshandl.,1
jarb,1
forrads arbet,1
fondch,1
"l_t_., __k___",1
glasgravor,1
grundlagg,1
fd skrivbitrade,1
bergm son,1
bom.arb,1
sbicjk.arb,1
bitr.forest.,1
fon.,1
hem.arb.,1
"kem.tekn,bitrade",1
smedshandtlangaren,1
for.arb,1
fontvardspec.,1
lageg.,1
skom. och skepp.,1
harfr.bitr.,1
apothekarn,1
jagnastare,1
exp. forest:a,1
bramnare,1
byggn.rich,1
f.25.,1
stnaskarl,1
plătsl.arb,1
kont. vakt,1
f.timmarman,1
tandtokniker,1
emil skogsarb.,1
kontorsforestandare,1
kyrkvard.,1
f.master-lots.18,1
fmt. dotter,1
"agare, murare",1
bbrevb.bitr,1
skotilskar,1
f.d. stickerska,1
f traversfӧr,1
offsettbitr.,1
huarisbitr,1
mobelritare,1
ingar,1
sparv.forare,1
f fӧnsterputs,1
fjardingsm.,1
telefonvakten,1
f kapt,1
verktygsrab,1
tjӓnstan,1
brunnborr,1
blacettov,1
knivarb,1
dagh j. bitr,1
inkopsach,1
pastexped.,1
sparsvagsman,1
lo lundskand,1
tingsnotarie,1
vagn-och,1
fӧrradsfӧrvaltare,1
laroyerkeadjunkt,1
strumpf.arb,1
f___,1
bok.arb,1
skollarinnan,1
stadens diversearbetare,1
"skollarare, klockare",1
skoarbg,1
folkskolelararen och e.o. kammarskrifvaren,1
"jur kand, sekreterare statskontoret",1
…bruk,1
jensson rorik,1
orgelnisten o skallarare__,1
ex. assistant,1
konstvaverska,1
linnef.arb,1
snnal,1
tj.na,1
linjedirektor,1
ag.f.st.mast,1
majov,1
offsettryck.,1
bergsnotarien,1
"studer,",1
lȧssmed,1
mattresare,1
kosk,1
skogsargb.,1
nek.arb,1
foste postiljon,1
k__re_,1
***mast.,1
f.njukshat,1
Ångkv.arb,1
tapet.,1
kustӧveruppsyn.m,1
slaktarb.,1
kranrep,1
husfӧrest fd,1
verkst.rep,1
hilma,1
haradsskrlv,1
skot.ibitr.,1
l:e stadsvarder .m,1
alarik bokb.,1
sojtnsnt,1
stallf.,1
tvȧlarb,1
restaurangbitr.,1
skulptris,1
eo.skot,1
f sem. iar,1
blomsterdekor,1
lossn.arb,1
matn.montor,1
fas sufanna,1
lumpsorterare,1
fokorare,1
byrȧingenior,1
gransridare,1
jordlrarb,1
prestigert,1
skrotupkop,1
f.lanvakt,1
ligard j.a,1
jdbr.arb.,1
sjukvgymn,1
f.d.slojdlarare,1
stadereka,1
bruksegare,1
botryckaren,1
generatoreld,1
kontorsvaktmast.,1
vik. b. skoterskan,1
f. byggmastare,1
muddermӓst,1
undt. johs svenssons enka,1
friherr.,1
konf.bitr,1
sag-arb,1
taku arb:a,1
hy,1
batonggjutare,1
aff.elev fd,1
sjukbar.,1
hemlilh,1
slakt.forest,1
dackskarlen,1
fangknekten,1
vagnskot,1
ofv. jagmast.,1
eantbn,1
stenhugg.m,1
fabr.atb,1
nalare,1
fd apotekaren,1
heulbilr,1
tulluppsynings.,1
jarnarb.stig,1
pesonalkons,1
f.d. poliskonstap.,1
f.d.riksdgsm.,1
magas form,1
f rikstrelest: st,1
qvatersman,1
ex.organist,1
bokb.nd,1
f.brevbar,1
snick. andreas anderssons enka,1
professoren,1
vice past.,1
lagermastaren,1
vakrmast,1
barn skot.,1
f. lararinnan,1
askarbetare,1
mottag.bitr,1
bgggn.sniek,1
mattson,1
f. sparbanksdirektor,1
ofversten och sekundchefen,1
kontorsdrang,1
fd smeden,1
serviktris,1
olgeslag.arb,1
parkforman,1
besonlistr,1
fabr arb.,1
landtmatar,1
oljeslageriarbetare,1
forsta kl. sjoman 5.74,1
jatnarb,1
f sjorjars,1
jonas jonassons son,1
cemeutarb,1
phogearb,1
f. handl ,1
f.bokhȧllare,1
mag,1
fd skollarare,1
bleckslagareformannen,1
Överbonstapel,1
flotta.insp.,1
kullag.arb f,1
sockerf.form,1
kyrkh,1
det.konst.,1
muskilar,1
kla_ka___,1
e.o.kam.skriv.,1
kakelugnsarb.,1
wetr lakare,1
sagverkstj.man,1
mobelbon,1
lastbil schauff,1
garv.gesall,1
herr haradshofdingen,1
handland,1
flaskhandl,1
ex. skriv-bitrade,1
korr.lӓs,1
bankdirektorsanka,1
fastlgh.dir,1
fӧrradsbitr,1
kõjrmjan,1
malerifabrikoren,1
hjalpsagare,1
garfva__,1
kammarforvandten,1
pastiljan,1
bryggerigaren,1
moss-sommerska,1
samtlellkare,1
kabelarb.,1
hreds,1
f telef.forest,1
frsorlarl,1
sadelmakaremastaren,1
repkar,1
disp. friherre,1
kyrkovaktaren,1
lagenh.,1
snic.fabr,1
tryckeribitr.,1
tradgardselevan,1
tidn.bud fd,1
kommiss,1
konsult. ingejor,1
transp.arb.f,1
arbetareforman,1
arlso,1
f handelsboktv,1
fil. stud,1
"kopman, ag",1
cibarrarbetare,1
fermmeloka,1
f fabr. arb,1
f hand,1
snic.arb,1
bjsp.,1
f. vedhandlare,1
karrit,1
el….,1
verkstadssnick.,1
hȧg,1
Öfarstryck,1
tradg.arb f,1
statsradinnan,1
l:ste kont.,1
hofstallmastare,1
vaxelforest,1
bamalarrinnan,1
kansibitr,1
montar,1
glespack,1
elekt riker,1
fackskollar:a,1
f byggn. snick,1
kon,1
grafgrafvaren,1
torfarb.,1
kemr,1
vandr.rattare,1
rgts. com.,1
vagingen,1
torvard,1
raks hitr,1
kokereka,1
fiskhl,1
e.o. telegrafexp.,1
fd kamrern,1
platslagerihandtlangaren,1
spisb.,1
smedlrl.,1
ladfabr:arb.,1
f besikn.m,1
gjutare.,1
maoliuidt,1
kontoristr,1
jornarb.,1
stat. vakten,1
kranfӧrm,1
strah.somm,1
sladerska,1
han delsbitr,1
lantbrevbar.,1
stewardbitr,1
skolvaktastare,1
mjolnarmastare,1
f. mjolkning.innehav.,1
kolp.,1
h.h.aff.bitr,1
sten-&cement-arbet,1
strackerska,1
telef:st .elev,1
musikvol.nr 60,1
ajukskot:a,1
bryggforest,1
frӓs,1
husdj.kons,1
fd magasinsforman,1
"nilhelm, handl",1
strumpkettlerska,1
byggn.onick,1
bokhallareenkan,1
slaktemiarb.,1
senapsmalare,1
materlalform,1
nat___i_,1
? inneh.,1
afseg,1
f.gymnastikdirektor,1
f.byggmast.,1
forste stadsfiskal,1
kontorist f.24.,1
2;e kock,1
hem***,1
bilinstruktor,1
f. landtbr. ola svenssons enka,1
ingenoor,1
arend,1
fahnjunkare,1
f.sdadod,1
dekoratris,1
hdn,1
lokalforestandare,1
qv. eg.,1
arb. 671,1
mek.verkst.arb,1
trp,1
tryckerilarl,1
clgarttforsalj,1
gruvarb. 436,1
cafébitradet,1
kontorsforest,1
f.folkskollӓrarinna,1
lӓnsbokh,1
resensp,1
telf,1
konstantia folkskoll,1
frisorm,1
komministaf,1
kapllmastare,1
signaltekn,1
bankttjm,1
brodforsalj,1
dess,1
f. hemms.egare,1
if byggmast,1
s jukv,1
valsarb,1
bi.mont,1
gastg. och skjutsentrepr.,1
eyrȧingeniér,1
masmastar,1
forman son,1
fanérplock,1
svetsare.ag.,1
gittin arb,1
f.d.smalatren,1
muslkhand.bitr,1
landsantikvarie,1
tunnbindges.,1
"bgggn,sneek",1
f bang.mast,1
prosten;herr;doktor,1
banvkat,1
largeroh,1
arb.h,1
_anka,1
fiskh.bitr.,1
hokerihandlerska,1
fӧrsӓljn.ch.,1
svarfare,1
overtryck.,1
skolkoksforest.,1
bad a,1
stenkolshandl,1
filhardare,1
kont .skriv,1
fd.kont.,1
sparav . m,1
d. ester,1
fiolbygg,1
korvfӧrsalj,1
ansh.handl.,1
skollerered,1
exekutionsbetj.,1
typoger,1
brygg.asrb,1
skoll.a,1
paketeska,1
knot.,1
forsilningschef,1
betjanst,1
filar e,1
skradderitillskararen,1
apparatmont,1
mottagn.skoterska,1
bijhhigg,1
somm.larl.,1
l:e kustv.,1
sorv,1
dist s___f,1
blomfabr.forest.,1
_em,1
malorska,1
Ӧverstelӧjth,1
pannskӧt,1
kalkab.arb,1
befalla,1
stycckare,1
dm.arb,1
typograf-elev,1
hamdl,1
f. snickeriarbetare,1
rinarbet.f.d.marga,1
musikus,1
lem.arb,1
fd angbatsbefalhavare,1
guldslip,1
sapfabriksarb.,1
byrass,1
handelsforestėndare,1
kasor,1
paulina,1
valetmãrl,1
lӧderska,1
nils anderssons enka,1
lokfaor,1
17,1
kock.bitr,1
radiolarl,1
atslag,1
__k_form.,1
f.d.bagare,1
hj. byggn. arb,1
eges af enkan,1
f. vagnkarl,1
"ankefru, fabriksarbetare",1
_t_ jagmastaren,1
radaktӧr,1
f.forsakt.tj.man,1
elktr,1
isoler.mont,1
arbetare 902,1
provinsallak d_,1
knotorsbitradet,1
mȯb.snick,1
mjӧlkmӓt,1
fil dr,1
mgeniãr,1
e.o. postexped.,1
f.d.linjeforman,1
byggeast,1
haradsdom. nils perssons enka,1
h.h.kass:a,1
janarbet.,1
fru staderska,1
speceriaffarsbitr,1
"skriftstallaren, medarbetaren",1
_okf.,1
bantradg.lar,1
f. silgjustaren,1
fangelsedirkektor,1
forrâdsmast fd,1
angbatsskepp.,1
husegarn,1
eykerlarb,1
skogs.bitr,1
f.rostmast,1
beg.mast,1
kantsag.,1
hend.ner,1
farghndslabitrade,1
byggen.snickaren,1
ogefriueta,1
l:a kont.bitr,1
hemstickerska,1
f.handelsfdkerska,1
spinneriarb,1
"kapten, friherre",1
fekt,1
_ kustsadl,1
snickarmast,1
far.,1
forsakrings tjanstesan,1
bruksbered.,1
apperturmast,1
fӧrdrӓng,1
sparv tjm,1
charkuteriverkmastare,1
h.somm,1
hem.ἂg,1
tekn.oversatt,1
postbi trade,1
juridikstuderande,1
slagg.,1
paketinslagerska,1
plantag,1
bensintappbitr.,1
f.d.byggmast,1
bilrep fd,1
f.folkskoll:a,1
skoggarb,1
fandst.f.arb,1
berstfabriksarbetare,1
tvattfӧrest.,1
beg.,1
dess son,1
ladugardkarl,1
lagorbitrade,1
bekladn.affarsbitr,1
hattkarl,1
smacruk,1
bromare,1
kakelungsmak.,1
tandlakarebitradet,1
aukt. forratt.,1
ullupps.mannen,1
forre skollarare,1
lantbr .bitr,1
jarnvaruarb,1
vik.amneslarare,1
sjokapt f,1
"leg,lakare",1
folkskoll. o.organist,1
arbetare fd 260,1
hemron,1
bokall.,1
vafvare,1
gevarshantverkarfurir (113),1
servicefӧrestandare,1
undt. enk,1
Övn.askollar,1
kansi\libitrade,1
mᴆầl,1
johausson,1
bleckslagareges.,1
ostmanglerskan,1
hmhl.,1
fӧrest.,1
brodeiaff.bitr,1
sjokaptenen o.forestandaren,1
rorledn.-mont.,1
spisvardinna,1
servito,1
aurarb,1
kirsen marie,1
landtor.,1
"laroverksadjunkten, fil. kand.",1
jarnv.elev,1
automatsm,1
bleckemb,1
radakt,1
fd.kyrkovaktmst.,1
assurf.tjm,1
fd.korgmak.,1
e.o.kontorsb.,1
tidningsbud.,1
takpappsfabr.arb.,1
mjolnarn,1
fd loparen,1
koh a,1
f.d. ofverdirektorsassistenten,1
smahhe.arb,1
mail,1
gruvarbetare nr 222,1
fargare gesall,1
Ä.hustru,1
"sjukv,biter",1
f.d. verkstadsarb,1
innehafv.,1
rlahlarb,1
"hustru, kassorska",1
tapettreyck,1
f.smedm.,1
mek.verkmast,1
lantm.ass.,1
dalkullan 5,1
krutarb,1
lagertitr,1
bibl.ass fil mag,1
spărv. man,1
kem.handl,1
vionrafãg,1
reservfanrik,1
barnskotarska,1
f tjӓn,1
arbetareo,1
bokbindarelararen,1
el:maskinist,1
f virkesmӓt,1
f.hastskot,1
dennes h:ru,1
"pralot, lãkare",1
tradg.arb fd,1
vedsagare,1
marketent,1
smedsmast,1
gorvarb,1
mjolkl-fors,1
fabr.tjm,1
personaluppass,1
abet,1
fabriksdisponenten,1
sockerlagsarbetare,1
f stadsbud,1
f.parkarb,1
systemtjm,1
porotfoljmak,1
f.d. somm:a,1
skorst.fej.mst.,1
oversta,1
sold. 100,1
hemahmart.,1
hanjelsidkerska,1
golflaggare,1
p.sortererska,1
f. kuksen,1
vatarma hind,1
chark:iost,1
Ämneslar.,1
hjelpsmod.,1
erik karlssons enka,1
elfeis,1
klemm.,1
kioskagare,1
h.h.kanslibitr,1
kyrkogardsarbetare,1
tradg.mastaren,1
kommnunalarbetare,1
jernsvarfvaren n 1300,1
landskontr.,1
f. eken,1
fripurmãst,1
folkskl.fru,1
eg. anders henrikssons son joh. jonathan,1
kontorvaktmastare,1
timerman,1
s__.,1
Överpostiljonen,1
f.d. arbetare,1
korlar,1
hushustru,1
f. guldsmeden,1
seminarie adj.,1
kess,1
gmu sterbuus,1
magasinsform,1
stationsk-form,1
tryckeri forest,1
rengor.,1
f manuf.handl,1
korrekturavlasare,1
fotohandl,1
valda frideborg,1
civ.jagmast.,1
lasarettslak,1
gronsakslagerarb.,1
"vice haradshofdingen, juris doktorn",1
bygnadsarbetaren,1
hand bitr.,1
f statdrӓng,1
i:a arkivarie,1
handl. varuutkorare,1
f.d. flaggmaskinisten,1
stadsomb.man,1
jenirtms,1
pappersind.arb,1
distr.overlar,1
vent,1
eastigh.sk ot,1
kaffékokerska,1
f tjan,1
han_tl.,1
sjukkassekass,1
markist,1
s__tor,1
amid. lãrl,1
fartygsdiktaren,1
arbetareankan,1
fd telefonist,1
verklygsarbetare,1
elem.lar.,1
jӓrnvagstjӓnsteman,1
dovstumprast,1
f.smask.lar,1
forsta kl sjoman _. h. 107,1
galv,1
arbet.f.70,1
nma,1
majorskan,1
instrum.mak.arb,1
exp.forestand:e,1
slaktarankan,1
jv. konduktoren,1
tel. rep,1
sjukhushitr,1
b .herbitr,1
1:e telegrafexp.,1
varfsarb. n 1208,1
stbins,1
bitraderska,1
kladinna,1
malaren;handl.,1
Ämn.lar:a,1
lagarbiter.,1
konservforestanderskan,1
n.d.,1
sliparer,1
kungsg.arbetare,1
murarlarl,1
muraren aldo,1
elektrortekn,1
f barnh.fӧrest,1
mask.m.,1
lie kanslibitr,1
rattsstengor,1
vaghuvalre,1
eg. bokh.,1
Äg.bruksarb.,1
injenior,1
finkhande.,1
kokeerska,1
f. renh.arb.,1
f.tand.arbet.,1
u. o. k.,1
kammerska,1
cemetnlaggare,1
trlkafabr.arb,1
nioluiing sulecl,1
krogforest,1
"viola, handelsbitr.",1
borstbinderiarbetaren,1
tidn.forsalj f,1
optikerelev,1
konstvavarinna,1
seppsklarare,1
"hustru, barnmorska",1
telefonforestandarinna,1
fӧrestandatinna,1
int end,1
tradgardsdirektoren,1
touherit,1
statkarlen,1
sjukv. bitrsade,1
"bandirektoren, kapten",1
musuikelev,1
fill.lic,1
sorter.,1
bȧtbfh,1
portavkt,1
vӓgard,1
hotellvakt mastare,1
gasv.form fd,1
fd.konduktor,1
mak.mast,1
gjiteriarb.,1
mӧb. handl,1
qlipare,1
mӓtningsm,1
kollamp,1
karamelf.arb,1
klnderg.lar,1
lands__t_ist__,1
Ölforsalj,1
nopperskan,1
prestrom,1
telegr. rep .bitr',1
sergeant och fabriksforestandare,1
kaggmakare,1
f lyktskot,1
bodkrl.,1
sk_l_nand,1
h.h.stader,1
trafik.bitr,1
f l:e stnsskriv,1
missionaren,1
kom. skriv,1
musikhandl.,1
bund.,1
abrinbitr,1
l:a insp:or,1
f. jownelewau,1
komm.ar,1
fd.kokerskan,1
arbetare 487,1
rederitj/man,1
jastbryggaren,1
"innehafvarinnan af ostermalms tvattanstalt, froken",1
foest,1
trӓdg. mӓst,1
jmgensoll,1
grovasrb,1
brlãy,1
kronoskog.,1
tekniskt apoteksbitrade,1
hand-bitr.,1
f.d.faktor,1
hadgarb,1
kr. forman n 589,1
fordelningsvakt,1
handelslararen,1
fd fanj.,1
siommerska,1
"fosterdotter, tjanarinna",1
fd. slaggaren,1
fanr.arb,1
ritsare f,1
cyckelreparat.,1
bgggn.snisk,1
em.ladug.skot,1
mejarb,1
broiraknarska,1
modehandlersk.,1
arb.gf,1
fd.ryttmast.,1
lyargary,1
kom___ister,1
snick.elev,1
taudsh,1
fru],1
yrkeslaar,1
fotgr.bitr.,1
