occstrng,n
spikfabriksarbetare,154
backstasitta,154
postvaktmastare,154
praktikläkare,154
agare brukarea,153
skolyngling,153
butiksbiträde,153
karsnar,153
fyrbitrade,153
gördelmakare,153
kantsagare,153
mätare,153
magasindräng,152
Ånghammarsmed,152
jordbruksarbetskarl,152
hovmästare,152
gastgivare,152
lokeldare,152
jordaarbetare,151
jutefabriksarbetare,151
hemmansagare soldat,151
musiklarare,151
husägare snickare,151
försäkringsinspektör,151
farpantnaega,150
angbatsfarare,150
trafikchef,150
sjam,150
poliskommissarie,150
segelsammare,150
hotellvärd,150
räckare,149
tapettryckare,149
cykelreparatör,149
resehandla,148
dreng,148
sågmästare,148
borgmastare,148
haradshavding va,148
hemmansbrukare f.,148
vävmästare,148
korpral v.,148
redaktionssekreterare,147
timmertummare,147
kritbruksarbetare,147
hyttarbeta,146
badmästare,146
anrikningsarbetare,146
tegelarba,146
arrendator lantbrukare,146
underofficer 2 gra,146
fastighetsägare,146
inhyses stenhuggare,146
tullvaktmästare e.o.,146
Ångslupsbefälhavare,146
bruksbokhallare,146
skogvakta,145
tjänstegosse,145
bagarelarling,145
snickaremastare,145
bleckslagarelärling,145
arb vid wafveri,145
häradshövding vice,145
korpral va,144
husagare jordbruksarbetare,144
byggnadsförman,144
jordägare sågverksarbetare,144
backstubo,144
kommissionslantmätare,144
hafa arbetare,144
jordbaarba,144
jorda o skogsarba,144
handelsbolagsdirektör,144
arbetare vid sulfitfabrik,144
svarvaregesäll,144
skogsförvaltare,144
inhyses jordbruksarbetare,144
velocipedarbetare,144
bokbindaarba,144
läkare,144
va haradshafda,143
snickagesa,143
odlingsman,143
hemmasegare,143
oxdräng,143
hovlakej,143
backstuguägare,143
pappersarba,143
materialförvaltare,143
postvaktbetjant,143
oxdrang,143
grufarb,143
hovrättsnotarie,143
stadra,143
ingeniarssoldat,142
skomakaredräng,142
soldat vid fälttelegrafkåren,142
bokbinderimästare,142
spinnmastare,142
båtkarl,142
handsmed,141
stenhuggare husägare,141
timmerkörare,141
ryttmastare,141
arbetsdrang,141
spikklippare,141
arbetskarl inhyses,141
båtförare,141
Ägare arbetare,141
tradgardsarba,141
stationskarl ea,141
spinnerifabriksarbetare,141
Åkeriägare,141
elektricitetsmontar,140
folkskollara,140
bleckslaga,140
tillskarare,140
fabrikseldare,140
charkuterist,139
färjkarl,139
cementarba,139
glasblasa,139
kolugnsarbetare,139
packare,139
expedit,139
husega fiskare,139
skolvaktmästare,139
torvströfabriksarbetare,138
urmakaregesäll,138
möllesven,138
husägare arbetskarl,138
kodrang,138
ihs jordbruksarba,138
frukthandlare,138
batkarl,138
byggnadsritare,138
frisör,138
gårdsarbetare,138
mjölkkörare,138
hemasaga,138
provinsiallakare,138
messingsarba,138
gruvjordagare,138
klädesvävare,137
smed torpare,137
kontorsbiträde vid järnväg,137
jordarb,137
pramskeppare,137
konstapel 1:ste,136
backhjon,136
platslagaarba,136
statdrg,136
artillerist 3 kl.,136
sjukvårdare,136
hovrättsnotarie e. o.,136
laggare,135
hjalpsmed,135
sadelmakaregesall,135
jordbruksarbetare soldat f.,135
farpantnaegare,135
stolsnickare,135
husägare jordbruksarbetare,135
arbetare ankling,135
taktackare,135
brdgaarba,135
hemmsegare,135
musikkorpral,134
maskiningenjör,134
cementgjutare,134
backstugsittare,134
reparatar,134
korkarbetare,134
rorgangare,133
järnvägsverkstadsarbetare,133
patron,133
sockerarbetare,133
gasverksarba,133
symaskinsarbetare,133
lägenhetsägare jordbruksarbetare,133
jordeg,133
cykelarbetare,133
segelmakare,133
bärare,133
sattare,132
ladugardsfarman,132
kopparverksarbetare,132
magasinskarl,132
musikfanjunkare,132
fältmusikant,132
detektivkonstapel,132
privatlärare,132
landtbrukslarling,132
gardsaga,132
postbärare,131
gaständare,131
inhyses drang,131
fabraarbeta,131
flottare,131
torpare Änkling,131
musiklärare,131
arbetare Änkling,131
brandservis,130
rorgängare,130
inhyses skräddare,130
hem egare,130
knippsmed,130
skoarbeta,128
gruffogde,128
Ölutkörarebiträde,128
hamnfogde,128
kontrollar,128
backstugusitt,128
registrator,128
jordbrs arba,128
skrädare,128
pianoarbetare,127
tpa,127
sågverksfaktor,127
arbetare husagare,127
maskintryckare,127
lättmatros,127
trpa,127
bultarbetare,127
handskmakaregesäll,127
fattiglapp,127
inhyses sjöman,127
reseombud,126
bryggerielev,126
pappershandlare,126
dykare,126
gravarbetare,126
reservunderlöjtnant,126
tobaksspinnare,126
skradderiarbeta,126
arba vid bobinfabra,126
hemmansägare skeppare,126
maskinuppsättare,125
kattingsmed,125
hastjagare,125
släggare,125
sjukskatare,125
hem eg,125
maleriarbeta,125
altappare,125
byggnadstimmerman,125
verkstadsingenjör,125
ban,124
tryckare,124
träsvarvare,124
soldata,124
verksarbetare,124
husman arbetare,124
inhyses fiskare,124
ladugardsskatare,124
skomakarmaster,124
hemmansägare gästgivare,124
bodgosse,124
werkmastare,124
lokförare,123
handtlangare,123
kopparslagaremästare,123
snickerifabrikör,123
ombudsman,123
tjenstehjon,123
hemnsegre,123
körsnär,123
malagesa,123
kolportör,122
Ångkvarnsarbetare,122
klockare organist,122
hattmakaregesäll,122
laderhandlare,122
värmare,122
backsta ma,122
skraddaregesa,122
backst,122
fattiggardsfarestandare,122
krutarbetare,122
ea banvakt,121
jordbruks arbetskarl,121
skomakeriidkare,121
odatorpare,121
stenarbeta,121
fortifikationsarbetare,121
stufveriarbetare,121
smerglare,121
hyflare,121
bokhandelsbitrade,120
minuthandlare,120
tullförvaltare,120
glashandlare,120
Överste,120
hemnsegare,120
hemmansägare soldat f.,120
gruvsmed,120
strandfiskare,120
vagnmakarelärling,120
inha arba,120
poliskonstapa,119
gruf arba,119
kanslist,119
jordagare mindre,119
folkskolelara,119
trämassearbetare,119
huggedräng,119
kantsågare,119
fabriksförman,119
banvaktsförman,119
lantmäteriauskultant,118
vaktkarl,118
sjakapta,118
metodistpastor,118
hovrättsnotarie e.o.,118
tunnfabriksarbetare,118
gjutaarba,118
platslageriarba,118
vaktare,118
hästjägare,118
travaruhandlare,117
bradutkarare,117
ladugårdsföreståndare,117
schaktmastare,117
uppsättare,117
gratialist torpare,117
batfarare,117
torpare murare,117
bstma,117
husagare cementarbetare,117
uppsyningsman,117
rackare,117
avsandringsagare,116
waktkonstapel,116
afsandringsegare,116
kemigraf,116
snickare husägare,116
farpaega,116
sågverksförman,116
förtennare,116
barberarelärling,116
jorda o skogarba,116
hemmansägare sjöman,116
snickaregesa,116
hemmansägare jordbrukare,116
skraddarlarling,116
inspektar,116
folkskolelärare organist,115
martinsaarbetare,115
inha drang,115
möbelsnickeriarbetare,115
sågverksbokhållare,115
tullvaktmästare e. o.,115
skomalarling,115
skomakagesall,115
glasmasteriarbetare,115
kolutkörare,115
skorstensfejningsarbetare,114
lokafarare,114
grufjaega,114
skräddare torpare,114
mältare,114
arbetskarl inhyseshjon,114
stationskarl ex.,114
qvarnarba,114
handelsbetjent,114
uppsattare,114
trangsoldat,114
dekorationsmålare,114
fabriksdisponent,114
assistent,114
spelstyrare,114
skjutare,114
sparbankskamrer,114
tullvaktma,114
stearinfabriksarbetare,113
tunnbinda,113
apoteksdräng,113
hemmansägare murare,113
metodistpredikant,113
hemag,113
arbetare eg,113
orgelarbetare,113
backstuguhjon fattighjon,113
maskinfarare,113
posttjänsteman,112
slaktaremästare,112
hemmansagare snickare,112
kopparslagaregesall,112
kalkbrottsarbetare,112
vice corpla,112
hemmanega,112
qvarnarbetare,112
arba vid rydboha vafafabra,112
snickeriidkare,112
kontorsdrang,112
backstuguagare,112
skomakeriarbeta,112
stadsfogde,112
snickare hemmansagare,112
lagerdräng,112
veterinärläkare,111
kettingsmed,111
kramare,111
tradgaelev,111
jordbruka,111
husägare skomakare,111
fabr arbetare,111
bokbindaregesall,111
intendent,111
hästhandlare,111
smideslärling,111
kötthandlare,111
landtbruka,111
dagaka,111
garvarelärling,111
adjunkt,111
krämare,111
Ångbåtskapten,110
meka verkstaarbetare,110
icke bofasta arba,110
farjkarl,110
tapetserarelarling,110
kammarskrivare e. o.,110
drang a,110
muraarba,110
matare,110
lagenhetseg,110
bergslagsarbetare,109
kronoskogvaktare,109
hemsegare,109
kapellpredikant,109
platsfarsaljare,109
fräsare,109
murerihantlangare,109
puddlare,109
liesmed,109
vattenfabriksarbetare,109
lägenhetsarrendator,109
koldragare,109
disciplinsoldat,109
tullpackhuskarl,108
werkstadsarba,108
tjänsteman vid försäkringsbolag,108
stenslipare,108
tidningsman,108
skötare,108
filarelärling,108
knivsmed,108
tobaksfabriksarbetare,108
massmakare,108
sandarbetare,107
skomakagesa,107
bagargesall,107
haradshafding,107
hseg,107
järnbärare,107
mästersven,107
postbarare,107
arbetare vid kraftstationsanläggning,107
specerihandlande,107
plåtarbetare,107
regementsintendent,107
larla,107
stadstjänare,107
byggnadselev,106
tillfallighetsarbetare,106
postbud,106
statskarl,106
lindare,106
intagtsagare,106
stationsbokhållare,106
dva torpare,106
kronoabo,106
husägare skräddare,106
banvakta,105
tunnbindaregesall,105
inhaa arba,105
möbelsnickaregesäll,105
tekniker,105
bruksagare,105
jordatorpare,105
torpare gratialist,105
hemmaagare,105
hussar,105
dagsverksarbetare,105
wafvare,105
kapman,104
postexpeditar eaoa,104
gjutmastare,104
akardrang,104
faltskar,104
emaljerverksarbetare,104
skomalarla,104
krutbruksarbetare,104
skoga oa jordarba,104
Ägare lantbrukare,104
stadsarba,104
hyrande snickare,104
folkskolla,104
bleckslagarmästare,104
kolfatare,104
sättare,104
stationsfarman,104
gruffarman,104
hemmansagare skomakare,104
instrumentmakeriarbetare,104
svarvarelärling,103
skogslapp,103
gelbgjuteriarbetare,103
färgmästare,103
mejeriföreståndare,103
fabrikssnickare,103
telefonarba,103
stilgjutare,103
sockerbraarba,103
tapetsar,103
hotellägare,103
sjafarande,103
lakare,103
statka,103
tegelbrannare,103
försäkringstjänsteman,102
torpare skraddare,102
hjälpsågare,102
slagteriarba,102
farmaceut,102
handelsdräng,102
anfångare,102
skomakare hemmansagare,102
stentryckeriarbetare,102
tomtega arba,102
kafaidkare,102
tapetserarmästare,102
kardmakare,101
Åbo jordägare,101
kommendörkapten,101
mästersmed,101
bankvaktmastare,101
nybygga,101
backst.,101
smedlarla,101
kronofjardingsman,101
jordlägenhetsägare,101
lokomafarare,101
walsarba,101
tomtega,101
hemmansagare ankling,101
jordbruksinspektor,101
jarnsvarfvare,101
skatteman,100
haradsskrifvare,100
lagerbokhallare,100
slaggare,100
appretörarbetare,100
cigarrfabrikör,100
gjuterihantlangare,100
armaturfabriksarbetare,100
kammarskrivare eaoa,100
jarnverksarbetare,100
arba vid fritsla ma vafa fabra,99
hautboist,99
kustsergeant,99
arrendator jordbrukare,99
guldlistarbetare,99
arb vid spinneri,99
fältsignalist,99
låsarbetare,99
arrendator soldat,99
tradgadrang,99
inhyses snickare,99
tullroddare,99
nomadlapp,99
fargaarba,99
hemagare,99
bagaregesa,99
postskrivare,99
värdshusidkare,99
handlabitra,99
inhyses jordarbetare,99
grundläggeriarbetare,99
servitör,98
tapetsör,98
lantmätare,98
musikus,98
handlande husägare,98
seminarieadjunkt,98
sulf. fabriksarbetare,97
stuveriförman,97
husagare snickare,97
skattorpare,97
vedarbetare,97
las arbeta,97
bultfabriksarbetare,97
va haradshafding,97
stationsfaresta,97
vagnskarl,97
lokomaeldare,97
platarba,97
plåtverksarbetare,97
sågverksinspektor,97
tillfallig arbetare,97
arbetare vid tramassefabr,96
kollega,96
spårvägskonduktör,96
skomakare husägare,96
benmakare,96
skutskeppare,96
rentiér,96
stockmakare,96
dränggosse,96
hsegare,96
handelsträdgårdsmästare,96
handelsresa,96
grindvaktare,96
soldat arrendator,96
hakerihandlare,96
arbetare vid bobinfabriken,96
skattelapp,96
maskinritare,96
dagsvatorpare,96
järnhyvlare,95
gjutarelärling,95
tullfarvaltare,95
haradshavding,95
kantare,95
mjölkarrendator,95
samsmed,95
batsma,95
hökerihandlare,95
landthandla,95
rararba,95
vagnputsare,95
bagarelärling,95
bodbetjent,95
kontorsvaktmastare,95
snickalarla,95
Ägare snickare,95
maskinistelev,95
borrare,95
varfsarbetare,95
kolgårdsarbetare,95
hemmansagare smed,95
förrådsbiträde,95
klädeshandlare,94
literatar,94
guldsmedsgesall,94
hemmansbruk,94
lägenhetsägare snickare,94
torpare fiskare,94
arbetsk,94
skraddalarla,94
bryggeridrang,94
trädgårdsarrendator,94
bryggeribokhållare,94
kvarnbyggare,94
medicine fil. kand.,94
magasinsbokhållare,93
stadsdrang,93
kandidat,93
sjöman husägare,93
Ångpanneeldare,93
bokhala,93
angslupsbefalhavare,93
mössmakare,93
malarelarla,93
lotsfarman,93
underoffa corp,93
mjölhandlare,93
habrukare,93
byggnadssnickaregesäll,92
minör,92
sättarelärling,92
järnvägare,92
cementbruksarbetare,92
bradgaarbetare,92
skatorpare,92
toffelarbetare,92
resepredikant,91
lansman,91
magasindrang,91
poststationsfarestandare,91
fiskeriarbetare,91
dagsverkskarl,91
inhyseshjon arbetare,91
lagenhetsinnehafvare,91
jordbraarbet,91
mjölkhandlare,91
backstugesittare,91
stadsvaktmästare,91
brandkorpral,91
lantmäterielev,91
Ägare skomakare,91
smedslarla,91
timmermansarbetare,90
polisaverkonstapel,90
bolagsarbetare,90
gipsgjutare,90
jarnvagsbokhallare,90
fjärdingsman hemmansägare,90
dockarbetare,90
stufveriarba,90
hemmansägare fjärdingsman,90
möbelfabriksarbetare,90
volontar arman o flottan,90
torvfabriksarbetare,90
mekaarba,90
forare,90
nysilverarbetare,90
inha arbetare,90
stadsläkare,90
handlarbiträde,90
farradsfarvaltare,90
stationsskrifva,90
sockerbruksdräng,89
renskötare nomad lapp,89
hemmanegare,89
sagvaarbeta,89
lådfabriksarbetare,89
kvartersman,89
platslagarelarling,89
matvaruhandlare,89
materialskrivare,89
materialvakt,89
skogshuggare,89
ladugardsarrendator,89
Ångfartygsmaskinist,89
fotografbiträde,89
kadett,89
la arba,89
arbetare inhyseshjon,89
sotarelärling,89
arbetare asagverksa,89
sagmastare,88
kontraktsprost kyrkoherde,88
bagarelarla,88
malmarba,88
inhadrang,88
verksta arba,88
hemmansägare lantbrukare,88
varmare,88
hasthandlare,88
kartograf,88
hattfabriksarbetare,88
pensionär,88
jernarba va meka werksta,88
arbetare lösdrivare,88
telegrafistsoldat,88
haradshavding vice,88
dagsva torpare,88
arba bradga,88
kodräng,88
pastoratadjunkt,88
dadgrafvare,88
marmorarbetare,88
elektricitetsmaskinist,88
flötare,88
mjalkutkarare,88
maskinmästare,88
lackerare,88
organist klockare,88
stationsinspekta,87
instrumentarbetare,87
lokaelda,87
ladugårdsarbetare,87
mjalkarrendator,87
länsman,87
odtpa,87
vagnmakaremästare,87
assessor,87
hovrattsnotarie,87
brikettarbetare,87
sockerbruksdrang,87
sulfatarbetare,87
kakelfabriksarbetare,87
backstuguhj,87
afsandringsega,87
blekeriarbetare,87
akrobat,87
slaktardrang,87
bokbinda,87
husägare sjöman,87
hemmansägare arrendator,87
postförare,87
manglare,87
hem ag,86
magasinföreståndare,86
warfsarbetare,86
kommunalarbetare,86
kronotimmerarbetare,86
jordtp,86
jordbrasarbetare,86
orgelnist skollärare,86
farradsarbetare,86
postkontrollör,86
tobaksarba,86
ansta i fralsnaarman,86
arba va tandstafabra,86
vallackare,86
lokomotiveldare e.,86
spannmalshandlande,86
klockare skollärare,86
hemmansegare skomakare,86
landskamrer,86
filarbetare,86
skraddagesall,85
torvströarbetare,85
stationsinspa,85
stadsdräng,85
organist folkskolelärare,85
sjöfarare,85
xylograf,85
telegrambärare,85
hemmaaega,85
urmakarelarling,85
averstelajtnant,85
masskraddare,85
snickare husagare,85
vägarbetare,85
mösskräddare,85
bryggeridisponent,85
plåtslagarehantlangare,85
intagtsega,85
hemmansagare skraddare,85
roteman,85
fiskare inhyses,85
glasbla,85
jordbr arb,84
stufvaarba,84
slakteriidkare,84
ha aga,84
hemmansägare målare,84
sliperiarbetare,84
skeppsredare,84
landtbra,84
försäkringsagent,84
husägare grovarbetare,84
kolportörer,84
arrendator torpare,83
skomakaredrang,83
kronojägare e.,83
mureriarbeta,83
jernhandla,83
telefonmontör,83
mjalnadrang,83
tullvaktmastare eaoa,83
apothekare,83
stadssoldat,83
stenhuggerifarman,83
distriktsveterinär,83
jordbrukslägenhetsägare,83
repslagaregesall,83
kakelugnsmakarelärling,83
vagnmakaregesall,83
brädgårdsfaktor,83
skomakalarla,83
handl,83
skrotare,83
verkstadsarbeta,83
boktryckeriarba,83
viktualiehandlare,83
sjaman hemmansagare,83
huggedrang,82
bleckslagaregesall,82
notisbärare,82
valkare,82
husägare murare,82
stationskarl e.o.,82
husagare skomakare,82
inhyses sjaman,82
soldattorpsarrendator,82
järngjutare,82
skogsarbetare jordbruksarbetare,82
rödfärgare,82
Ägare handlande,82
jägmästare e.,82
garfvaregesa,82
tillfällighetsarbetare,82
fiskhandla,82
sågbladsarbetare,82
